index,timestamp,node 100 chan 0,node 100 chan 1,node 100 chan 10,node 100 chan 2,node 100 chan 3,node 100 chan 4,node 100 chan 5,node 100 chan 6,node 100 chan 7,node 100 chan 8,node 100 chan 9,node 200 chan 0,node 300 chan 0,node 300 chan 1,node 300 chan 2,node 300 chan 3,node 300 chan 4,node 300 chan 5,node 400 chan 0
1,2020-06-10 10:18:11.842,203.0,245.0,116.0,0.0,0.0,0.0,215.0,0.0,247.0,0.0,0.0,65.0,0.0,0.0,0.0,100.0,0.0,0.0,230.0
2,2020-06-10 10:18:11.975,206.0,246.0,111.0,0.0,0.0,0.0,219.0,0.0,240.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
3,2020-06-10 10:18:12.47,204.0,254.0,116.0,0.0,0.0,0.0,213.0,0.0,253.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
4,2020-06-10 10:18:12.276,193.0,242.0,106.0,0.0,0.0,0.0,204.0,0.0,249.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
5,2020-06-10 10:18:12.336,193.0,242.0,106.0,0.0,0.0,0.0,204.0,0.0,249.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
6,2020-06-10 10:18:12.380,169.0,229.0,119.0,0.0,0.0,0.0,220.0,0.0,238.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
7,2020-06-10 10:18:12.534,198.0,176.0,108.0,0.0,0.0,0.0,237.0,0.0,174.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
8,2020-06-10 10:18:12.578,215.0,166.0,107.0,0.0,0.0,0.0,238.0,0.0,167.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
9,2020-06-10 10:18:12.805,362.0,80.0,103.0,0.0,0.0,0.0,207.0,0.0,101.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
10,2020-06-10 10:18:12.848,362.0,80.0,103.0,0.0,0.0,0.0,207.0,0.0,101.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
11,2020-06-10 10:18:12.862,366.0,70.0,105.0,0.0,0.0,0.0,192.0,0.0,94.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
12,2020-06-10 10:18:13.89,295.0,46.0,116.0,0.0,0.0,0.0,147.0,0.0,48.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
13,2020-06-10 10:18:13.128,284.0,48.0,104.0,0.0,0.0,0.0,143.0,0.0,47.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
14,2020-06-10 10:18:13.231,199.0,63.0,120.0,0.0,0.0,0.0,109.0,0.0,74.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
15,2020-06-10 10:18:13.397,113.0,43.0,109.0,0.0,0.0,0.0,76.0,0.0,86.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
16,2020-06-10 10:18:13.411,113.0,43.0,109.0,0.0,0.0,0.0,76.0,0.0,86.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
17,2020-06-10 10:18:13.521,78.0,43.0,108.0,0.0,0.0,0.0,65.0,0.0,60.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
18,2020-06-10 10:18:13.630,59.0,43.0,109.0,0.0,0.0,0.0,65.0,0.0,41.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
19,2020-06-10 10:18:13.693,66.0,43.0,105.0,0.0,0.0,0.0,65.0,0.0,35.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
20,2020-06-10 10:18:13.911,102.0,64.0,104.0,0.0,0.0,0.0,65.0,0.0,30.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
21,2020-06-10 10:18:13.953,102.0,64.0,104.0,0.0,0.0,0.0,65.0,0.0,30.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
22,2020-06-10 10:18:14.2,107.0,86.0,104.0,0.0,0.0,0.0,56.0,0.0,30.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
23,2020-06-10 10:18:14.182,107.0,122.0,111.0,0.0,0.0,0.0,9.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
24,2020-06-10 10:18:14.199,107.0,123.0,120.0,0.0,0.0,0.0,8.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
25,2020-06-10 10:18:14.455,107.0,126.0,117.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
26,2020-06-10 10:18:14.473,107.0,126.0,117.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
27,2020-06-10 10:18:14.516,100.0,126.0,111.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
28,2020-06-10 10:18:14.633,42.0,126.0,112.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
29,2020-06-10 10:18:14.731,13.0,84.0,97.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,30.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
30,2020-06-10 10:18:14.830,7.0,55.0,111.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,31.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
31,2020-06-10 10:18:15.11,0.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,32.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
32,2020-06-10 10:18:15.25,0.0,8.0,109.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,34.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
33,2020-06-10 10:18:15.287,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,35.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
34,2020-06-10 10:18:15.302,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,37.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
35,2020-06-10 10:18:15.312,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,38.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
36,2020-06-10 10:18:15.425,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,40.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
37,2020-06-10 10:18:15.558,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,41.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
38,2020-06-10 10:18:15.623,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,43.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
39,2020-06-10 10:18:15.838,0.0,0.0,105.0,0.0,0.0,138.0,0.0,0.0,20.0,0.0,0.0,45.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
40,2020-06-10 10:18:15.843,0.0,0.0,112.0,0.0,0.0,145.0,0.0,0.0,20.0,0.0,0.0,46.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
41,2020-06-10 10:18:15.960,0.0,0.0,106.0,0.0,0.0,184.0,0.0,0.0,20.0,0.0,0.0,48.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
42,2020-06-10 10:18:16.106,0.0,0.0,112.0,0.0,0.0,304.0,0.0,0.0,20.0,0.0,0.0,50.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
43,2020-06-10 10:18:16.158,0.0,0.0,112.0,0.0,0.0,304.0,0.0,0.0,20.0,0.0,0.0,51.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
44,2020-06-10 10:18:16.219,0.0,0.0,107.0,0.0,0.0,228.0,0.0,0.0,20.0,0.0,0.0,53.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
45,2020-06-10 10:18:16.353,0.0,0.0,111.0,0.0,0.0,111.0,0.0,0.0,20.0,0.0,0.0,55.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
46,2020-06-10 10:18:16.418,0.0,0.0,109.0,0.0,0.0,87.0,10.0,0.0,22.0,0.0,0.0,56.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
47,2020-06-10 10:18:16.607,0.0,0.0,107.0,0.0,0.0,50.0,43.0,0.0,73.0,0.0,0.0,58.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
48,2020-06-10 10:18:16.629,0.0,0.0,116.0,0.0,0.0,49.0,44.0,0.0,75.0,0.0,0.0,60.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
49,2020-06-10 10:18:16.744,0.0,0.0,104.0,0.0,0.0,41.0,50.0,0.0,99.0,0.0,0.0,60.0,30.0,5.0,30.0,101.0,5.0,0.0,230.0
